jugadorID;nombre;apellidos;nombreDeportivo;anyoNacimiento;mesNacimiento;diaNacimiento;paisNacimiento;estadoNacimiento;ciudadNacimiento;anyoFallecimiento;mesFallecimiento;diaFallecimiento;paisFallecimiento;estadoFallecimiento;ciudadFallecimiento;peso;altura;batear;lanzar;fechaDebut;fechaRetirada
gainety01;Ty;Gainey;Telmanch;1960;12;25;USA;SC;Cheraw;;;;;;;190;73;L;R;1985-04-24;1987-10-03
gaisefr01;Fred;Gaiser;Frederick Jacob;1885;8;31;Germany;Baden-Wurttemberg;Stuttgart;1918;10;9;USA;NJ;Trenton;;;;R;1908-09-03;1908-09-03
gajkost01;Steve;Gajkowski;Stephen Robert;1969;12;30;USA;WA;Seattle;;;;;;;200;74;R;R;1998-05-25;1998-09-27
gakelda01;Dan;Gakeler;Daniel Michael;1964;5;1;USA;NJ;Mount Holly;;;;;;;215;78;R;R;1991-06-09;1991-10-05
galanau01;Augie;Galan;August John;1912;5;23;USA;CA;Berkeley;1993;12;28;USA;CA;Fairfield;175;72;B;R;1934-04-29;1949-09-16
galanma99;Matt;Galante;Matthew Joseph;1944;3;22;USA;NY;Brooklyn;;;;;;;157;66;R;R;;
galaran01;Andres;Galarraga;Andres Jose;1961;6;18;Venezuela;Distrito Federal;Caracas;;;;;;;235;75;R;R;1985-08-23;2004-10-03
galarar01;Armando;Galarraga;Armando Antonio;1982;1;15;Venezuela;Sucre;Cumana;;;;;;;230;75;R;R;2007-09-15;2012-08-19
galasbo01;Bob;Galasso;Robert Joseph;1952;1;13;USA;PA;Connellsville;;;;;;;205;73;L;R;1977-07-24;1981-09-05
galatmi01;Milt;Galatzer;Milton;1907;5;4;USA;IL;Chicago;1976;1;29;USA;CA;San Francisco;168;70;L;L;1933-06-25;1939-10-01
galehde01;Denny;Galehouse;Dennis Ward;1911;12;7;USA;OH;Marshallville;1998;12;12;USA;OH;Doylestown;195;73;R;R;1934-04-30;1949-05-03
galeri01;Rich;Gale;Richard Blackwell;1954;1;19;USA;NH;Littleton;;;;;;;225;79;R;R;1978-04-30;1984-09-28
galero01;Rocky;Gale;Rocky Michael;1988;2;22;USA;OR;Portland;;;;;;;185;73;R;R;2015-09-06;2019-05-12
gallaal01;Al;Gallagher;Alan Mitchell Edward George Patrick Henry;1945;10;19;USA;CA;San Francisco;2018;12;6;USA;CA;Fresno;180;72;R;R;1970-04-07;1973-09-27
gallabi01;Bill;Gallagher;William J.;1865;10;;USA;PA;Philadelphia;1899;4;7;USA;PA;Philadelphia;;;;L;1883-05-02;1884-06-18
gallabo01;Bob;Gallagher;Robert Collins;1947;7;7;USA;MA;Newton;;;;;;;185;75;L;L;1972-05-17;1975-09-26
gallaca01;Cam;Gallagher;Cameron Joseph;1992;12;6;USA;PA;Lancaster;;;;;;;230;75;R;R;2017-08-06;2021-10-03
gallada01;Dave;Gallagher;David Thomas;1960;9;20;USA;NJ;Trenton;;;;;;;180;72;R;R;1987-04-12;1995-10-02
gallado01;Doug;Gallagher;Douglas Eugene;1940;2;21;USA;OH;Fremont;2017;12;17;USA;OH;Fremont;195;75;R;L;1962-04-09;1962-09-26
gallaed01;Ed;Gallagher;Edward Michael;1910;11;28;USA;MA;Dorchester;1981;12;22;USA;MA;Hyannis;197;74;B;L;1932-07-08;1932-09-24
gallagi01;Gil;Gallagher;Lawrence Kirby;1896;9;5;USA;DC;Washington;1957;1;6;USA;DC;Washington;155;68;B;R;1922-09-13;1922-10-01
gallaja01;Jackie;Gallagher;John Laurence;1902;1;28;USA;RI;Providence;1984;9;10;USA;PA;Gladwyne;175;70;L;R;1923-08-24;1923-08-24
gallaji01;Pete;Galligan;Peter F.;1860;1;20;USA;IL;Chicago;1917;5;20;USA;IL;Chicago;;;;;1886-09-04;1886-09-04
gallajo01;John;Gallagher;John Carroll;1892;2;18;USA;PA;Pittsburgh;1952;3;30;USA;VA;Norfolk;156;70;R;R;1915-08-20;1915-10-03
gallajo02;Joe;Gallagher;Joseph Emmett;1914;3;7;USA;NY;Buffalo;1998;2;25;USA;TX;Houston;210;74;R;R;1939-04-20;1940-09-29
gallase01;Sean;Gallagher;Sean Patrick;1985;12;30;USA;MA;Boston;;;;;;;220;74;R;R;2007-06-09;2010-10-03
gallash01;Shorty;Gallagher;Charles William;1872;4;30;USA;MI;Detroit;1924;6;23;USA;MI;Detroit;;;;;1901-08-13;1901-08-13
gallawi01;William;Gallagher;William Howard;1874;2;4;USA;MA;Boston;1950;3;11;USA;MA;Worcester;;;;;1896-08-19;1896-09-01
gallayo01;Yovani;Gallardo;Yovani;1986;2;27;Mexico;Michoacan;Penjamillo;;;;;;;205;74;R;R;2007-06-18;2018-09-30
gallegi01;Giovanny;Gallegos;Giovanny;1991;8;14;Mexico;Sonora;Ciudad Obregon;;;;;;;215;74;R;R;2017-05-12;2021-10-01
gallemi01;Mike;Gallego;Michael Anthony;1960;10;31;USA;CA;Whittier;;;;;;;160;68;R;R;1985-04-11;1997-07-23
gallest01;Stan;Galle;Stanley Joseph;1919;2;7;USA;WI;Milwaukee;2006;1;28;USA;AL;Mobile;165;67;R;R;1942-04-14;1942-05-13
galleza01;Zac;Gallen;Zachary Peter;1995;8;3;USA;NJ;Somerdale;;;;;;;189;74;R;R;2019-06-20;2021-10-02
gallibe01;Bert;Gallia;Melvin Allys;1891;10;14;USA;TX;Beeville;1976;3;19;USA;TX;Devine;165;72;R;R;1912-09-04;1920-07-31
galliji01;John;Galligan;John T.;1865;6;;USA;PA;Easton;1937;8;22;USA;NY;Bronx;160;70;;;1889-09-02;1889-10-14
galliph01;Phil;Gallivan;Philip Joseph;1907;5;29;USA;WA;Seattle;1969;11;24;USA;MN;St. Paul;170;72;R;R;1931-04-21;1934-09-29
galljo01;John;Gall;John Christopher;1978;4;2;USA;CA;Stanford;;;;;;;195;72;R;R;2005-07-26;2007-05-17
galloch01;Chick;Galloway;Clarence Edward;1896;8;4;USA;SC;Clinton;1969;11;7;USA;SC;Clinton;160;68;R;R;1919-09-09;1928-07-25
gallois01;Isaac;Galloway;Isaac;1989;10;10;USA;CA;Pomona Valley;;;;;;;205;74;R;R;2018-07-31;2019-05-10
galloji01;Jim;Galloway;James Cato;1887;9;16;USA;TX;Iredell;1950;5;3;USA;TX;Fort Worth;187;75;B;R;1912-08-24;1912-10-01
gallojo01;Joey;Gallo;Joseph Nicholas;1993;11;19;USA;NV;Henderson;;;;;;;250;77;L;R;2015-06-02;2021-10-03
gallomi01;Mike;Gallo;Michael Dwain;1977;4;2;USA;CA;Long Beach;;;;;;;170;72;L;L;2003-07-02;2006-05-31
galveba01;Balvino;Galvez;Balvino;1964;3;31;D.R.;San Pedro de Macoris;San Pedro de Macoris;;;;;;;170;72;R;R;1986-05-07;1986-10-05
galvifr01;Freddy;Galvis;Freddy Jose;1989;11;14;Venezuela;Falcon;Punto Fijo;;;;;;;190;70;B;R;2012-04-05;2021-10-03
galviji01;Jim;Galvin;James Joseph;1907;8;11;USA;MA;Somerville;1969;9;30;USA;GA;Marietta;180;71;R;R;1930-09-27;1930-09-28
galvijo01;John;Galvin;John A.;1842;8;;USA;NY;;1904;4;20;USA;NY;Brooklyn;178;67;;;1872-05-07;1872-05-07
galvilo01;Lou;Galvin;James Louis;1863;4;23;USA;MN;St. Paul;1916;8;25;USA;CA;Los Angeles;;;;;1884-10-01;1884-10-12
galvipu01;Pud;Galvin;James Francis;1856;12;25;USA;MO;St. Louis;1902;3;7;USA;PA;Pittsburgh;190;68;R;R;1875-05-22;1892-08-02
gamblbo01;Bob;Gamble;Robert;1866;2;6;USA;PA;Philadelphia;1958;8;4;USA;PA;Bucks County;155;70;R;R;1888-05-02;1888-05-02
gambljo01;John;Gamble;John Robert;1948;2;10;USA;NV;Reno;;;;;;;165;70;R;R;1972-09-07;1973-05-25
gamblle01;Lee;Gamble;Lee Jesse;1910;6;28;USA;PA;Renovo;1994;10;5;USA;PA;Punxsutawney;170;73;L;R;1935-09-15;1940-08-21
gamblos01;Oscar;Gamble;Oscar Charles;1949;12;20;USA;AL;Ramer;2018;1;31;USA;AL;Birmingham;160;71;L;R;1969-08-27;1985-08-08
gamboed01;Eddie;Gamboa;Eduardo Avila;1984;12;21;USA;CA;Merced;;;;;;;215;73;R;R;2016-09-02;2016-10-02
gamelbe01;Ben;Gamel;Benjamin Joseph;1992;5;17;USA;FL;Neptune Beach;;;;;;;180;71;L;L;2016-05-06;2021-10-03
gamelma01;Mat;Gamel;Mathew Lawrence;1985;7;26;USA;FL;Jacksonville;;;;;;;220;73;L;R;2008-09-03;2012-05-01
gammoda01;Daff;Gammons;John Ashley;1876;3;17;USA;MA;New Bedford;1963;9;24;USA;RI;East Greenwich;170;71;R;R;1901-04-23;1901-06-26
gandagu01;Gus;Gandarillas;Gustavo;1971;7;19;USA;FL;Coral Gables;;;;;;;190;72;R;R;2001-07-17;2001-10-05
gandich01;Chick;Gandil;Arnold;1888;1;19;USA;MN;St. Paul;1970;12;13;USA;CA;Calistoga;190;73;R;R;1910-04-14;1919-09-28
gandybo01;Bob;Gandy;Robert Brinkley;1893;8;25;USA;FL;Jacksonville;1945;6;19;USA;FL;Jacksonville;180;75;L;R;1916-10-05;1916-10-05
ganlebo01;Bob;Ganley;Robert Stephen;1875;4;23;USA;MA;Lowell;1945;10;9;USA;MA;Lowell;156;67;L;L;1905-09-01;1909-09-27
gannobi01;Bill;Gannon;William Patrick;1873;3;17;USA;CT;New Haven;1927;4;26;USA;TX;Fort Worth;170;69;;;1901-09-09;1901-10-06
gannogu01;Gussie;Gannon;James Edward;1873;11;26;USA;PA;Erie;1966;4;12;USA;PA;Erie;154;71;L;L;1895-06-15;1895-06-15
gannojo01;Joe;Gannon;Michael Joseph;1877;2;22;USA;MO;St. Louis;1931;3;19;USA;MO;St. Louis;160;;;;1898-08-28;1898-08-28
gantejo01;Joe;Gantenbein;Joseph Steven;1915;8;25;USA;CA;San Francisco;1993;8;2;USA;CA;Novato;168;69;L;R;1939-04-20;1940-09-28
gantjo01;John;Gant;John Michael;1992;8;6;USA;GA;Savannah;;;;;;;200;76;R;R;2016-04-06;2021-10-01
gantnji01;Jim;Gantner;James Elmer;1953;1;5;USA;WI;Fond du Lac;;;;;;;180;72;L;R;1976-09-03;1992-10-03
gantro01;Ron;Gant;Ronald Edwin;1965;3;2;USA;TX;Victoria;;;;;;;172;72;R;R;1987-09-06;2003-05-25
ganzeba01;Babe;Ganzel;Foster Pirie;1901;5;22;USA;MA;Malden;1978;2;6;USA;FL;Jacksonville;172;70;R;R;1927-09-19;1928-05-10
ganzech01;Charlie;Ganzel;Charles William;1862;6;18;USA;WI;Waterford;1914;4;7;USA;MA;Quincy;161;72;R;R;1884-09-27;1897-09-21
ganzejo01;John;Ganzel;John Henry;1874;4;7;USA;MI;Kalamazoo;1959;1;14;USA;FL;Orlando;195;72;R;R;1898-04-21;1908-09-30
garabed01;Eddy;Garabito;Eddy Jorge;1976;12;2;D.R.;San Cristobal;Bajos de Haina;;;;;;;186;68;B;R;2005-05-27;2005-08-08
garagjo01;Joe;Garagiola;Joseph Henry;1926;2;12;USA;MO;St. Louis;2016;3;23;USA;AZ;Scottsdale;190;72;L;R;1946-05-26;1954-09-26
garagke01;Keith;Garagozzo;Keith John;1969;10;25;USA;NJ;Camden;;;;;;;170;72;L;L;1994-04-05;1994-04-28
garatvi01;Victor;Garate;Victor J.;1984;9;25;Venezuela;Aragua;Maracay;;;;;;;210;73;L;L;2009-09-05;2009-09-22
garbabo01;Bob;Garbark;Robert Michael;1909;11;13;USA;TX;Houston;1990;8;15;USA;PA;Meadville;178;71;R;R;1934-09-03;1945-08-19
garbami01;Mike;Garbark;Nathaniel Michael;1916;2;2;USA;TX;Houston;1994;8;31;USA;NC;Charlotte;200;72;R;R;1944-04-18;1945-09-01
garbeba01;Barbaro;Garbey;Barbaro;1956;12;4;Cuba;Santiago de Cuba;Santiago de Cuba;;;;;;;170;70;R;R;1984-04-03;1988-10-02
garbebo01;Bob;Garber;Robert Mitchell;1928;9;10;USA;PA;Hunker;1999;6;7;USA;CA;Redwood City;190;73;R;R;1956-05-13;1956-09-23
garbege01;Gene;Garber;Henry Eugene;1947;11;13;USA;PA;Lancaster;;;;;;;175;70;R;R;1969-06-17;1988-07-01
garboal01;Alex;Garbowski;Alexander;1922;6;25;USA;NY;Yonkers;2008;6;27;USA;NY;Putnam Valley;185;73;R;R;1952-04-16;1952-05-09
garcefr01;Frank;Garces;Frank Yeury;1990;1;17;D.R.;San Cristobal;San Cristobal;;;;;;;175;71;L;L;2014-08-19;2015-10-04
garceri01;Rich;Garces;Richard Aron;1971;5;18;Venezuela;Aragua;Maracay;;;;;;;250;72;R;R;1990-09-18;2002-07-20
garciad01;Adonis;Garcia;Adonis;1985;4;12;Cuba;;Ciego de Avila;;;;;;;205;69;R;R;2015-05-19;2017-10-01
garciad02;Adolis;Garcia;Jose Adolis;1993;3;2;Cuba;;Ciego de Avila;;;;;;;205;73;R;R;2018-08-08;2021-10-03
garciam01;Amaury;Garcia;Amaury Miguel;1975;5;20;D.R.;Distrito Nacional;Santo Domingo;;;;;;;160;70;R;R;1999-07-05;1999-10-03
garcian01;Anderson;Garcia;Anderson;1981;3;23;D.R.;Distrito Nacional;Santo Domingo;;;;;;;180;74;R;R;2007-07-07;2007-07-07
garciar01;Aramis;Garcia;Aramis Michael;1993;1;12;USA;FL;Hialeah;;;;;;;228;73;R;R;2018-08-31;2021-07-24
garciav01;Avisail;Garcia;Avisail Antonio;1991;6;12;Venezuela;Anzoategui;Anaco;;;;;;;250;76;R;R;2012-08-31;2021-10-03
garcibr01;Bryan;Garcia;Bryan;1995;4;19;USA;FL;Miami;;;;;;;205;73;R;R;2019-09-02;2021-10-01
garcica01;Carlos;Garcia;Carlos Jesus;1967;10;15;Venezuela;Tachira;Tachira;;;;;;;185;73;R;R;1990-09-20;1999-04-15
garcich01;Chico;Garcia;Vinicio Otilio;1924;12;24;Mexico;Veracruz;Veracruz;2007;8;16;Mexico;Nuevo Leon;Monterrey;170;68;R;R;1954-04-24;1954-09-20
garcich02;Christian;Garcia;Christian J.;1985;8;24;USA;FL;Miami;;;;;;;230;77;R;R;2012-09-04;2012-10-03
garcida01;Damaso;Garcia;Damaso Domingo;1957;2;7;D.R.;Espaillat;Moca;2020;4;15;D.R.;Distrito Nacional;Santo Domingo;165;73;R;R;1978-06-24;1989-09-12
garcida02;Danny;Garcia;Daniel Raphael;1954;4;29;USA;NY;Brooklyn;;;;;;;182;73;L;L;1981-04-26;1981-05-26
garcida03;Daniel;Garcia;Daniel Joseph;1980;4;12;USA;CA;Riverside;;;;;;;180;72;R;R;2003-09-02;2004-10-03
garcida99;Dave;Garcia;David;1920;9;15;USA;IL;East St. Louis;2018;5;21;USA;CA;San Diego;185;72;R;;;
garcide01;Deivi;Garcia;Deivi Anderson;1999;5;19;D.R.;Monsenor Nouel;Bonao;;;;;;;163;69;R;R;2020-08-30;2021-05-29
garcied01;Edgar;Garcia;Edgar Ernesto;1996;10;4;D.R.;San Cristobal;Sabana Grande de Palenque;;;;;;;205;73;R;R;2019-05-06;2021-08-26
garcifr01;Freddy;Garcia;Freddy Adrian;1972;8;1;D.R.;La Romana;La Romana;;;;;;;190;74;R;R;1995-05-02;1999-10-03
garcifr02;Freddy;Garcia;Freddy Antonio;1976;10;6;Venezuela;Distrito Federal;Caracas;;;;;;;250;76;R;R;1999-04-07;2013-09-24
garcigr01;Greg;Garcia;Greg Joseph;1989;8;8;USA;CA;El Cajon;;;;;;;200;72;L;R;2014-04-28;2020-09-27
garcigu01;Guillermo;Garcia;Guillermo Antonio;1972;4;4;D.R.;Santiago;Santiago;;;;;;;215;75;R;R;1998-07-19;1999-04-11
garciha01;Harvey;Garcia;Harvey Anderson;1984;3;16;Venezuela;Distrito Federal;Caracas;;;;;;;170;74;R;R;2007-09-03;2007-09-29
garcija01;Santiago;Casilla;Santiago;1980;7;25;D.R.;San Cristobal;San Cristobal;;;;;;;210;72;R;R;2004-08-09;2018-07-13
garcija02;Jaime;Garcia;Jaime Omar;1986;7;8;Mexico;Tamaulipas;Reynosa;;;;;;;215;74;L;L;2008-07-11;2018-10-01
garcija03;Jason;Garcia;Jason Emilio;1992;11;21;USA;NY;Bronx;;;;;;;185;72;R;R;2015-04-08;2015-09-30
garcija04;Jarlin;Garcia;Jarlin Emmanuel;1993;1;18;D.R.;Distrito Nacional;Santo Domingo;;;;;;;210;75;L;L;2017-04-14;2021-10-03
garcije01;Jesse;Garcia;Jesus Jesse;1973;9;24;USA;TX;Corpus Christi;;;;;;;155;70;R;R;1999-04-05;2005-05-08
garcijo01;Jose;Garcia;Jose Luis;1985;1;7;D.R.;Dajabon;Dajabon;;;;;;;165;71;R;R;2006-09-11;2006-10-01
garcijo02;Jose;Barrero;Jose Israel;1998;4;5;Cuba;La Habana;La Habana;;;;;;;175;74;R;R;2020-08-27;2021-10-03
garcika01;Karim;Garcia;Gustavo Karim;1975;10;29;Mexico;Sonora;Ciudad Obregon;;;;;;;210;72;L;L;1995-09-02;2004-08-24
garciki01;Kiko;Garcia;Alfonso Rafael;1953;10;14;USA;CA;Martinez;;;;;;;180;71;R;R;1976-09-11;1985-05-05
garcile01;Leo;Garcia;Leonardo Antonio;1962;11;6;D.R.;Santiago;Santiago;;;;;;;160;68;L;L;1987-04-06;1988-06-01
garcile02;Leury;Garcia;Leury;1991;3;18;D.R.;Santiago;Santiago;;;;;;;190;68;B;R;2013-04-06;2021-10-03
garcilu01;Luis;Garcia;Luis Rafael;1975;5;20;D.R.;Duarte;San Francisco de Macoris;;;;;;;175;72;R;R;1999-04-05;1999-05-03
garcilu02;Luis;Garcia;Luis Carlos;1975;9;22;Mexico;Sonora;Hermosillo;;;;;;;215;75;R;R;2002-04-10;2002-05-30
garcilu03;Luis;Garcia;Luis Amado;1987;1;30;D.R.;Distrito Nacional;Santo Domingo;;;;;;;240;74;R;R;2013-07-10;2021-10-02
garcilu04;Luis;Garcia;Luis Victoriano;2000;5;16;USA;NY;New York;;;;;;;224;74;L;R;2020-08-14;2021-09-29
garcilu05;Luis;Garcia;Luis Heibardo;1996;12;13;Venezuela;Bolivar;Bolivar;;;;;;;244;73;R;R;2020-09-04;2021-09-29
garcimi01;Mike;Garcia;Edward Miguel;1923;11;17;USA;CA;San Gabriel;1986;1;13;USA;OH;Fairview Park;195;73;R;R;1948-10-03;1961-09-02
garcimi02;Miguel;Garcia;Miguel Angel;1967;4;3;Venezuela;Distrito Federal;Caracas;;;;;;;173;71;L;L;1987-04-30;1989-07-22
garcimi03;Mike;Garcia;Michael R.;1968;5;11;USA;CA;Riverside;;;;;;;220;74;R;R;1999-09-10;2000-05-20
garcino01;Nomar;Garciaparra;Anthony Nomar;1973;7;23;USA;CA;Whittier;;;;;;;165;72;R;R;1996-08-31;2009-10-04
garcion01;Onelki;Garcia;Onelki;1989;8;2;Cuba;Guantanamo;Guantanamo;;;;;;;225;75;L;L;2013-09-11;2017-09-02
garcipe01;Pedro;Garcia;Pedro Modesto;1950;4;17;P.R.;;Guayama;;;;;;;175;70;R;R;1973-04-06;1977-06-08
garcira01;Ramon;Garcia;Ramon;1924;3;5;Cuba;;La Esperanza;2001;12;25;Cuba;La Habana;La Habana;170;70;R;R;1948-04-19;1948-05-31
garcira02;Ralph;Garcia;Ralph;1948;12;14;USA;CA;Los Angeles;;;;;;;195;72;R;R;1972-09-26;1974-04-21
garcira03;Ramon;Garcia;Ramon Antonio;1969;2;9;Venezuela;Portuguesa;Guanare;;;;;;;200;74;R;R;1991-05-31;1997-09-26
garcire01;Reynaldo;Garcia;Reynaldo;1974;4;15;D.R.;Maria Trinidad Sanchez;Nagua;;;;;;;170;75;R;R;2002-07-19;2003-09-26
garciri01;Rico;Garcia;Joshua Rico;1994;1;10;USA;HI;Honolulu;;;;;;;201;69;R;R;2019-08-27;2020-09-17
garciro01;Rosman;Garcia;Rosman Jose;1979;1;3;Venezuela;Aragua;Maracay;2011;12;29;Venezuela;Aragua;Central Regional Highway;215;74;R;R;2003-04-19;2004-08-08
garciro02;Robel;Garcia;Robel E.;1993;3;28;D.R.;San Juan;Las Matas de Farfan;;;;;;;195;72;B;R;2019-07-03;2021-09-01
garciro03;Rony;Garcia;Rony Javier;1997;12;19;D.R.;Valverde;Mao;;;;;;;200;75;R;R;2020-07-28;2021-06-04
garciwi01;Willy;Garcia;Willy Camilo;1992;9;4;D.R.;Distrito Nacional;Santo Domingo;;;;;;;215;74;R;R;2017-04-14;2017-09-27
garciyi01;Yimi;Garcia;Yimi;1990;8;18;D.R.;Espaillat;Moca;;;;;;;228;74;R;R;2014-09-01;2021-10-01
gardeal01;Al;Gardella;Alfred Stephen;1918;1;11;USA;NY;New York;2006;9;10;USA;FL;Coral Springs;172;70;L;L;1945-05-17;1945-07-04
gardeda01;Danny;Gardella;Daniel Lewis;1920;2;26;USA;NY;New York;2005;3;6;USA;NY;Yonkers;160;67;L;L;1944-05-14;1950-04-20
gardeni01;Nick;Gardewine;Nick;1993;8;15;USA;IL;Effingham;;;;;;;179;73;R;R;2017-08-22;2018-05-02
gardero01;Ron;Gardenhire;Ronald Clyde;1957;10;24;Germany;Hesse;Butzbach;;;;;;;175;72;R;R;1981-09-01;1985-10-06
gardiar01;Art;Gardiner;Arthur Cecil;1899;12;26;USA;NY;Brooklyn;1954;10;21;USA;NY;Copiague;;;R;R;1923-09-25;1923-09-25
gardimi01;Mike;Gardiner;Michael James;1965;10;19;CAN;ON;Sarnia;;;;;;;185;72;B;R;1990-09-08;1995-07-02
gardnal01;Alex;Gardner;Alexander;1861;4;28;CAN;ON;Toronto;1926;6;18;USA;MA;Danvers;;;R;;1884-05-10;1884-05-10
gardnar01;Art;Gardner;Arthur Junior;1952;9;21;USA;MS;Madden;;;;;;;175;71;L;L;1975-09-02;1978-09-17
gardnbi01;Bill;Gardner;William A.;1866;9;;USA;MD;Baltimore;1948;10;12;USA;MD;Catonsville;;;;;1887-08-09;1887-09-06
gardnbi02;Billy;Gardner;William Frederick;1927;7;19;USA;CT;Waterford;;;;;;;170;72;R;R;1954-04-22;1963-09-11
gardnbr01;Brett;Gardner;Brett M.;1983;8;24;USA;SC;Holly Hill;;;;;;;195;71;L;L;2008-06-30;2021-10-03
gardnch01;Chris;Gardner;Christopher John;1969;3;30;USA;CA;Long Beach;;;;;;;175;72;R;R;1991-09-10;1991-10-05
gardnea01;Earle;Gardner;Earle McClurkin;1884;1;24;USA;IL;Sparta;1943;3;2;USA;IL;Sparta;160;71;R;R;1908-09-18;1912-06-22
gardngi01;Gid;Gardner;Franklin Washington;1859;5;6;USA;MA;Boston;1914;8;1;USA;MA;Cambridge;165;;R;R;1879-08-23;1888-05-29
gardngl01;Glenn;Gardner;Miles Glenn;1916;1;25;USA;NC;Burnsville;1964;7;7;USA;NY;Rochester;180;71;R;R;1945-07-19;1945-09-29
gardnha01;Harry;Gardner;Harry Ray;1887;6;1;USA;MI;Quincy;1961;8;2;USA;OR;Barlow;180;74;R;R;1911-04-17;1912-04-14
gardnje01;Jeff;Gardner;Jeffrey Scott;1964;2;4;USA;CA;Newport Beach;;;;;;;165;71;L;R;1991-09-10;1994-05-04
gardnji01;Jim;Gardner;James Andrew;1873;10;4;USA;PA;Pittsburgh;1905;4;24;USA;PA;Pittsburgh;;;;R;1895-06-20;1902-05-23
gardnla01;Larry;Gardner;William Lawrence;1886;5;13;USA;VT;Enosburg Falls;1976;3;11;USA;VT;St. George;165;68;L;R;1908-06-25;1924-09-06
gardnle01;Lee;Gardner;Terrence Lee;1975;1;16;USA;MI;Hartland;;;;;;;219;72;R;R;2002-05-24;2008-04-17
gardnma01;Mark;Gardner;Mark Allan;1962;3;1;USA;CA;Los Angeles;;;;;;;190;73;R;R;1989-05-16;2001-10-07
gardnra01;Ray;Gardner;Raymond Vincent;1901;10;25;USA;MD;Frederick;1968;5;3;USA;MD;Frederick;145;68;R;R;1929-04-16;1930-09-27
gardnro01;Rob;Gardner;Richard Frank;1944;12;19;USA;NY;Binghamton;;;;;;;176;73;R;L;1965-09-01;1973-07-13
gardnwe01;Wes;Gardner;Wesley Brian;1961;4;29;USA;AR;Benton;;;;;;;197;76;R;R;1984-07-29;1991-08-03
garfibi01;Bill;Garfield;William Milton;1867;10;26;USA;OH;Sheffield;1941;12;16;USA;IL;Danville;160;71;R;R;1889-07-10;1890-08-06
garibar01;Art;Garibaldi;Arthur Edward;1907;8;21;USA;CA;San Francisco;1967;10;19;USA;CA;Sacramento;165;68;R;R;1936-06-20;1936-09-27
garibbo01;Bob;Garibaldi;Robert Roy;1942;3;3;USA;CA;Stockton;;;;;;;210;76;L;R;1962-07-15;1969-10-01
garibda01;Daniel;Garibay;Daniel;1973;2;14;Mexico;Baja California;Maneadero;;;;;;;154;68;L;L;2000-04-09;2000-09-16
garkory01;Ryan;Garko;Ryan Francis;1981;1;2;USA;PA;Pittsburgh;;;;;;;225;74;R;R;2005-09-18;2010-05-13
garlajo01;Jon;Garland;Jon Steven;1979;9;27;USA;CA;Valencia;;;;;;;210;78;R;R;2000-07-04;2013-06-05
garlalo01;Lou;Garland;Louis Lyman;1905;7;16;USA;MO;Archie;1990;8;30;USA;ID;Idaho Falls;200;74;R;R;1931-08-31;1931-09-27
garlawa01;Wayne;Garland;Marcus Wayne;1950;10;26;USA;TN;Nashville;;;;;;;195;72;R;R;1973-09-13;1981-09-25
garliky01;Kyle;Garlick;Kyle Bruce;1992;1;26;USA;CA;La Habra;;;;;;;210;73;R;R;2019-05-19;2021-06-08
garmami01;Mike;Garman;Michael Douglas;1949;9;16;USA;ID;Caldwell;;;;;;;195;75;R;R;1969-09-22;1978-09-29
garmsde01;Debs;Garms;Debs C.;1907;6;26;USA;TX;Bangs;1984;12;16;USA;TX;Glen Rose;165;68;L;R;1932-08-10;1945-09-25
garneco01;Cole;Garner;Robert Cole;1984;12;15;USA;CA;Long Beach;;;;;;;215;74;R;R;2011-07-04;2011-07-14
garnedu01;Dustin;Garneau;Dustin Thomas;1987;8;13;USA;CA;Torrance;;;;;;;205;74;R;R;2015-08-20;2021-10-03
garnepe01;Perci;Garner;Percival;1988;12;13;USA;OH;Dover;;;;;;;225;75;R;R;2016-08-31;2016-09-27
garneph01;Phil;Garner;Philip Mason;1949;4;30;USA;TN;Jefferson City;;;;;;;175;70;R;R;1973-09-10;1988-10-02
garonwi01;Willie;Garoni;William;1877;7;28;USA;NJ;Fort Lee;1914;9;9;USA;NJ;Fort Lee;165;73;R;R;1899-09-07;1899-09-22
garread01;Adrian;Garrett;Henry Adrian;1943;1;3;USA;FL;Brooksville;2021;4;22;USA;TX;Kyle;185;75;L;R;1966-04-13;1976-07-11
garream01;Amir;Garrett;Amir Jamal;1992;5;3;USA;CA;Victorville;;;;;;;239;77;R;L;2017-04-07;2021-10-03
garrebr01;Braxton;Garrett;Braxton L.;1997;8;5;USA;AL;Foley;;;;;;;202;74;R;L;2020-09-13;2021-08-16
garrecl01;Clarence;Garrett;Clarence Raymond;1891;3;6;USA;WV;Reader;1977;2;11;USA;WV;Moundsville;185;77;R;R;1915-09-13;1915-09-29
garregr01;Greg;Garrett;Gregory;1947;3;12;USA;CA;Atascadero;2003;6;7;USA;CA;Newhall;200;72;B;L;1970-04-24;1971-04-18
garrere01;Reed;Garrett;Reed;1993;1;2;USA;VA;Henrico;;;;;;;210;74;R;R;2019-03-29;2019-05-16
garresc01;Scott;Garrelts;Scott William;1961;10;30;USA;IL;Champaign;;;;;;;195;76;R;R;1982-10-02;1991-06-10
garrewa01;Wayne;Garrett;Ronald Wayne;1947;12;3;USA;FL;Brooksville;;;;;;;175;71;L;R;1969-04-12;1978-09-26
